ST,OCC_CODE,OCC_TITLE,LOC_Q,A_MEAN
TN,21-1091,"Health Educators",0.75,39170
TN,21-1092,"Probation Officers and Correctional Treatment Specialists",1.03,38710
TN,21-1093,"Social and Human Service Assistants",0.32,29150
TN,21-1094,"Community Health Workers",0.9,32970
TN,21-1099,"Community and Social Service Specialists, All Other",0.58,40290
TN,21-2011,Clergy,0.51,46320
TN,21-2021,"Directors, Religious Activities and Education",0.55,47530
TN,23-0000,"Legal Occupations",0.63,93230
TN,23-1011,Lawyers,0.6,125530
TN,23-1012,"Judicial Law Clerks",0.47,52810
TN,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",1.1,90880
TN,23-1022,"Arbitrators, Mediators, and Conciliators",0.53,49410
TN,23-1023,"Judges, Magistrate Judges, and Magistrates",0.83,112590
TN,23-2011,"Paralegals and Legal Assistants",0.77,48590
TN,23-2091,"Court Reporters",0.22,65650
TN,23-2093,"Title Examiners, Abstractors, and Searchers",0.44,36840
TN,23-2099,"Legal Support Workers, All Other",0.44,43470
TN,25-0000,"Education, Training, and Library Occupations",0.86,45700
TN,25-1011,"Business Teachers, Postsecondary",0.91,77900
TN,25-1021,"Computer Science Teachers, Postsecondary",0.75,70400
TN,25-1022,"Mathematical Science Teachers, Postsecondary",1,59710
TN,25-1031,"Architecture Teachers, Postsecondary",0.72,64100
TN,25-1032,"Engineering Teachers, Postsecondary",1.09,103880
TN,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.72,83830
TN,25-1042,"Biological Science Teachers, Postsecondary",1.01,61970
TN,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.95,92490
TN,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.97,84050
TN,25-1052,"Chemistry Teachers, Postsecondary",1.05,67360
TN,25-1053,"Environmental Science Teachers, Postsecondary",0.51,85590
TN,25-1054,"Physics Teachers, Postsecondary",0.88,82620
TN,25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.98,80590
TN,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.55,64310
TN,25-1063,"Economics Teachers, Postsecondary",1.24,90490
TN,25-1064,"Geography Teachers, Postsecondary",0.78,58610
TN,25-1065,"Political Science Teachers, Postsecondary",0.87,62170
TN,25-1066,"Psychology Teachers, Postsecondary",1.09,59910
TN,25-1067,"Sociology Teachers, Postsecondary",0.99,55030
TN,25-1069,"Social Sciences Teachers, Postsecondary, All Other",0.52,0
TN,25-1071,"Health Specialties Teachers, Postsecondary",0.61,84520
TN,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.97,64950
TN,25-1081,"Education Teachers, Postsecondary",1.32,59530
TN,25-1082,"Library Science Teachers, Postsecondary",1.8,64910
TN,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.89,48860
TN,25-1112,"Law Teachers, Postsecondary",0.71,143940
TN,25-1113,"Social Work Teachers, Postsecondary",0.74,56980
TN,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1.18,53330
TN,25-1122,"Communications Teachers, Postsecondary",0.9,53990
TN,25-1123,"English Language and Literature Teachers, Postsecondary",1.02,48220
TN,25-1124,"Foreign Language and Literature Teachers, Postsecondary",1.1,56650
TN,25-1125,"History Teachers, Postsecondary",1.5,58060
TN,25-1126,"Philosophy and Religion Teachers, Postsecondary",1.13,59580
TN,25-1191,"Graduate Teaching Assistants",0.53,26850
TN,25-1192,"Home Economics Teachers, Postsecondary",1.17,73340
TN,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0.82,43110
TN,25-1194,"Vocational Education Teachers, Postsecondary",0.69,42320
TN,25-1199,"Postsecondary Teachers, All Other",0,57020
TN,25-2011,"Preschool Teachers, Except Special Education",0.94,30420
TN,25-2012,"Kindergarten Teachers, Except Special Education",0.99,49800
TN,25-2021,"Elementary School Teachers, Except Special Education",1.06,49470
TN,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",0.82,49250
TN,25-2023,"Career/Technical Education Teachers, Middle School",0.22,52530
TN,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1,50570
TN,25-2032,"Career/Technical Education Teachers, Secondary School",1.56,48850
TN,25-2051,"Special Education Teachers, Preschool",0.52,43720
TN,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1.4,51410
TN,25-2053,"Special Education Teachers, Middle School",0.43,54450
TN,25-2054,"Special Education Teachers, Secondary School",0.73,49020
TN,25-2059,"Special Education Teachers, All Other",0.44,62230
TN,25-3011,"Adult Basic and Secondary Education and Literacy Teachers and Instructors",0.57,49130
TN,25-3021,"Self-Enrichment Education Teachers",0.5,31480
TN,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",0.97,43310
TN,25-3098,"Substitute Teachers",0.5,26100
TN,25-4011,Archivists,0.68,43950
TN,25-4012,Curators,0.61,50480
TN,25-4013,"Museum Technicians and Conservators",0.56,37750
TN,25-4021,Librarians,0.97,52170
TN,25-4031,"Library Technicians",0.54,30890
TN,25-9011,"Audio-Visual and Multimedia Collections Specialists",0.45,48240
TN,25-9021,"Farm and Home Management Advisors",1.81,0
TN,25-9031,"Instructional Coordinators",0.78,57970
TN,25-9041,"Teacher Assistants",0.81,21930
TN,25-9099,"Education, Training, and Library Workers, All Other",0.56,39680
TN,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",0.77,48550
TN,27-1011,"Art Directors",0.44,71540
TN,27-1012,"Craft Artists",1.69,36210
TN,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.78,31350
TN,27-1014,"Multimedia Artists and Animators",0.34,50460
TN,27-1021,"Commercial and Industrial Designers",0.58,52490
TN,27-1022,"Fashion Designers",0.22,0
TN,27-1023,"Floral Designers",1.09,25530
TN,27-1024,"Graphic Designers",0.76,45020
TN,27-1025,"Interior Designers",0.69,41560
TN,27-1026,"Merchandise Displayers and Window Trimmers",0.91,31950
TN,27-1027,"Set and Exhibit Designers",0.62,66980
TN,27-1029,"Designers, All Other",0.52,44480
TN,27-2011,Actors,0.68,0
TN,27-2012,"Producers and Directors",0.56,56100
TN,27-2021,"Athletes and Sports Competitors",0.72,0
TN,27-2022,"Coaches and Scouts",0.72,47320
TN,27-2023,"Umpires, Referees, and Other Sports Officials",1.26,34180
TN,27-2031,Dancers,0.67,0
TN,27-2041,"Music Directors and Composers",0.98,41170
TN,27-2042,"Musicians and Singers",1.84,0
TN,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",0,0
TN,27-3011,"Radio and Television Announcers",1.66,34350
TN,27-3012,"Public Address System and Other Announcers",0,19010
TN,27-3021,"Broadcast News Analysts",0.31,77420
TN,27-3022,"Reporters and Correspondents",0.83,36620
TN,27-3031,"Public Relations Specialists",0.47,54340
TN,27-3041,Editors,0.55,50850
TN,27-3042,"Technical Writers",0.7,62030
TN,27-3043,"Writers and Authors",0.64,47300
TN,27-3091,"Interpreters and Translators",0.63,39610
TN,27-3099,"Media and Communication Workers, All Other",0.9,38080
TN,27-4011,"Audio and Video Equipment Technicians",1.37,44220
TN,27-4012,"Broadcast Technicians",0.6,45530
TN,27-4014,"Sound Engineering Technicians",1.91,54630
TN,27-4021,Photographers,0.89,33570
TN,27-4031,"Camera Operators, Television, Video, and Motion Picture",0.82,50730
TN,27-4032,"Film and Video Editors",0.87,64420
TN,27-4099,"Media and Communication Equipment Workers, All Other",0,52930
TN,29-0000,"Healthcare Practitioners and Technical Occupations",1.12,66050
TN,29-1011,Chiropractors,0.4,78560
TN,29-1021,"Dentists, General",0.49,176080
TN,29-1022,"Oral and Maxillofacial Surgeons",0,203850
TN,29-1023,Orthodontists,0.61,0
TN,29-1029,"Dentists, All Other Specialists",0.37,173690
TN,29-1031,"Dietitians and Nutritionists",0.78,53950
TN,29-1041,Optometrists,0.79,111510
TN,29-1051,Pharmacists,1.34,118310
TN,29-1061,Anesthesiologists,0.94,0
TN,29-1062,"Family and General Practitioners",0.64,174430
TN,29-1063,"Internists, General",0.48,175000
TN,29-1064,"Obstetricians and Gynecologists",0.63,228800
TN,29-1065,"Pediatricians, General",1.34,204300
TN,29-1066,Psychiatrists,0.38,194000
TN,29-1067,Surgeons,0.9,239620
TN,29-1069,"Physicians and Surgeons, All Other",0.83,234610
TN,29-1071,"Physician Assistants",0.71,86920
TN,29-1081,Podiatrists,0.58,139970
TN,29-1122,"Occupational Therapists",0.79,80040
TN,29-1123,"Physical Therapists",1.01,85790
TN,29-1124,"Radiation Therapists",1.47,74920
TN,29-1125,"Recreational Therapists",1.17,42330
TN,29-1126,"Respiratory Therapists",1.38,49700
TN,29-1127,"Speech-Language Pathologists",0.8,69710
TN,29-1128,"Exercise Physiologists",0.81,47000
TN,29-1129,"Therapists, All Other",0.41,40870
TN,29-1131,Veterinarians,0.97,84500
TN,29-1141,"Registered Nurses",0.99,57560
TN,29-1151,"Nurse Anesthetists",2.57,153690
TN,29-1161,"Nurse Midwives",0.35,74390
TN,29-1171,"Nurse Practitioners",1.63,93520
TN,29-1181,Audiologists,0.94,67570
TN,29-1199,"Health Diagnosing and Treating Practitioners, All Other",0.61,51760
TN,29-2011,"Medical and Clinical Laboratory Technologists",1.22,59980
TN,29-2012,"Medical and Clinical Laboratory Technicians",2.09,36640
TN,29-2021,"Dental Hygienists",0.95,66160
TN,29-2031,"Cardiovascular Technologists and Technicians",0.92,49320
TN,29-2032,"Diagnostic Medical Sonographers",1.27,60130
TN,29-2033,"Nuclear Medicine Technologists",1.29,65270
TN,29-2034,"Radiologic Technologists",1.17,50100
TN,29-2035,"Magnetic Resonance Imaging Technologists",1.61,57070
TN,29-2041,"Emergency Medical Technicians and Paramedics",1.38,34600
TN,29-2051,"Dietetic Technicians",1.18,23560
TN,29-2052,"Pharmacy Technicians",1.55,30200
TN,29-2053,"Psychiatric Technicians",0.49,25060
TN,29-2054,"Respiratory Therapy Technicians",1.17,41230
TN,29-2055,"Surgical Technologists",1.36,39460
TN,29-2056,"Veterinary Technologists and Technicians",0.73,32120
TN,29-2057,"Ophthalmic Medical Technicians",0.7,33690
TN,29-2061,"Licensed Practical and Licensed Vocational Nurses",1.58,37270
TN,29-2071,"Medical Records and Health Information Technicians",1.4,35000
TN,29-2081,"Opticians, Dispensing",0.81,33230
TN,29-2091,"Orthotists and Prosthetists",0.56,87940
TN,29-2092,"Hearing Aid Specialists",0.45,40180
TN,29-2099,"Health Technologists and Technicians, All Other",0.32,61880
TN,29-9011,"Occupational Health and Safety Specialists",1.37,68710
TN,29-9012,"Occupational Health and Safety Technicians",1.78,52470
TN,29-9091,"Athletic Trainers",0.95,43460
TN,29-9099,"Healthcare Practitioners and Technical Workers, All Other",3.3,49790
TN,31-0000,"Healthcare Support Occupations",0.96,26980
TN,31-1011,"Home Health Aides",0.51,19450
TN,31-1013,"Psychiatric Aides",1.67,21060
TN,31-1014,"Nursing Assistants",1.02,22920
TN,31-1015,Orderlies,1.22,25610
TN,31-2011,"Occupational Therapy Assistants",1.13,59520
TN,31-2012,"Occupational Therapy Aides",0.36,26560
TN,31-2021,"Physical Therapist Assistants",1.58,55100
TN,31-2022,"Physical Therapist Aides",1.74,22970
TN,31-9011,"Massage Therapists",0.71,35650
TN,31-9091,"Dental Assistants",0.87,34970
TN,31-9092,"Medical Assistants",1.17,29920
TN,31-9093,"Medical Equipment Preparers",0.66,30430
TN,31-9094,"Medical Transcriptionists",1.1,32060
TN,31-9095,"Pharmacy Aides",1.17,24540
TN,31-9096,"Veterinary Assistants and Laboratory Animal Caretakers",1.71,23900
TN,31-9097,Phlebotomists,1.11,27320
TN,31-9099,"Healthcare Support Workers, All Other",0.56,34130
TN,33-0000,"Protective Service Occupations",0.98,35240
TN,33-1011,"First-Line Supervisors of Correctional Officers",0.92,45950
TN,33-1012,"First-Line Supervisors of Police and Detectives",1.7,58690
TN,33-1021,"First-Line Supervisors of Fire Fighting and Prevention Workers",1.55,52120
TN,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",0.82,44240
TN,33-2011,Firefighters,0.83,38510
TN,33-2021,"Fire Inspectors and Investigators",0.99,51850
TN,33-3011,Bailiffs,1.13,30620
TN,33-3012,"Correctional Officers and Jailers",1.08,31250
TN,33-3021,"Detectives and Criminal Investigators",0.69,62510
TN,33-3031,"Fish and Game Wardens",1.17,68070
TN,33-3051,"Police and Sheriff's Patrol Officers",0.96,43090
TN,33-3052,"Transit and Railroad Police",0.74,64910
TN,33-9011,"Animal Control Workers",1.04,30280
TN,33-9021,"Private Detectives and Investigators",0.96,50430
TN,33-9032,"Security Guards",1.01,26020
TN,33-9091,"Crossing Guards",0.74,27700
TN,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.04,17890
TN,33-9093,"Transportation Security Screeners",0.69,38360
TN,33-9099,"Protective Service Workers, All Other",0.45,33060
TN,35-0000,"Food Preparation and Serving Related Occupations",0.99,20010
TN,35-1011,"Chefs and Head Cooks",1.18,31120
TN,35-1012,"First-Line Supervisors of Food Preparation and Serving Workers",0.87,29290
TN,35-2011,"Cooks, Fast Food",1.5,17470
TN,35-2012,"Cooks, Institution and Cafeteria",1.25,21740
TN,35-2014,"Cooks, Restaurant",0.95,22170
TN,35-2015,"Cooks, Short Order",1.27,19770
TN,35-2019,"Cooks, All Other",1.2,22410
TN,35-2021,"Food Preparation Workers",0.94,19670
TN,35-3011,Bartenders,0.59,20900
TN,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",1.03,18420
TN,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",0.77,18210
TN,35-3031,"Waiters and Waitresses",1.03,18800
TN,35-3041,"Food Servers, Nonrestaurant",1.2,20130
TN,35-9011,"Dining Room and Cafeteria Attendants and Bartender Helpers",0.59,19680
TN,35-9021,Dishwashers,0.8,18640
TN,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.05,18410
TN,35-9099,"Food Preparation and Serving Related Workers, All Other",1.77,21350
TN,37-0000,"Building and Grounds Cleaning and Maintenance Occupations",0.9,23860
TN,37-1011,"First-Line Supervisors of Housekeeping and Janitorial Workers",0.91,32570
TN,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.92,41830
TN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.82,22520
TN,37-2012,"Maids and Housekeeping Cleaners",1.11,19690
TN,37-2019,"Building Cleaning Workers, All Other",0,38370
TN,37-2021,"Pest Control Workers",1.52,32560
TN,37-3011,"Landscaping and Groundskeeping Workers",0.73,25990
TN,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.77,31020
TN,37-3013,"Tree Trimmers and Pruners",1.09,36960
TN,37-3019,"Grounds Maintenance Workers, All Other",3.83,27520
TN,39-0000,"Personal Care and Service Occupations",0.78,22990
TN,39-1011,"Gaming Supervisors",0.08,43550
TN,39-1021,"First-Line Supervisors of Personal Service Workers",0.82,33570
TN,39-2011,"Animal Trainers",0.62,27940
TN,39-2021,"Nonfarm Animal Caretakers",0.79,21640
TN,39-3021,"Motion Picture Projectionists",0.53,20990
TN,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",1.31,18130
TN,39-3091,"Amusement and Recreation Attendants",0.96,18980
TN,39-3092,"Costume Attendants",0.75,54770
TN,39-4011,Embalmers,2.03,39880
TN,39-4021,"Funeral Attendants",1.73,24100
TN,39-4031,"Morticians, Undertakers, and Funeral Directors",1.61,48910
TN,39-5011,Barbers,0,26130
TN,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.8,28420
TN,39-5091,"Makeup Artists, Theatrical and Performance",0.63,96030
TN,39-5092,"Manicurists and Pedicurists",0.22,26580
TN,39-5093,Shampooers,0.76,31230
TN,39-5094,"Skincare Specialists",0.85,36410
TN,39-6011,"Baggage Porters and Bellhops",0.51,21130
TN,39-6012,Concierges,0.84,24420
TN,39-7011,"Tour Guides and Escorts",1.66,22950
TN,39-7012,"Travel Guides",0,50030
TN,39-9011,"Childcare Workers",0.87,20140
TN,39-9021,"Personal Care Aides",0.57,19000
TN,39-9031,"Fitness Trainers and Aerobics Instructors",0.63,35810
TN,39-9032,"Recreation Workers",0.76,23280
TN,39-9041,"Residential Advisors",3.26,19960
TN,39-9099,"Personal Care and Service Workers, All Other",0.65,25810
TN,41-0000,"Sales and Related Occupations",0.94,34410
TN,41-1011,"First-Line Supervisors of Retail Sales Workers",1.14,41170
TN,41-1012,"First-Line Supervisors of Non-Retail Sales Workers",0.9,81960
TN,41-2011,Cashiers,1.03,19490
TN,41-2012,"Gaming Change Persons and Booth Cashiers",0.55,18530
TN,41-2021,"Counter and Rental Clerks",0.74,25920
TN,41-2022,"Parts Salespersons",1.1,30870
TN,41-2031,"Retail Salespersons",0.98,25750
TN,41-3011,"Advertising Sales Agents",0.78,41110
TN,41-3021,"Insurance Sales Agents",1.08,58290
TN,41-3031,"Securities, Commodities, and Financial Services Sales Agents",0.59,84620
TN,41-3041,"Travel Agents",0.44,37540
TN,41-3099,"Sales Representatives, Services, All Other",0.77,52140
TN,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1.22,76010
TN,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.74,59460
TN,41-9011,"Demonstrators and Product Promoters",0.48,32200
TN,41-9021,"Real Estate Brokers",0.61,49530
TN,41-9022,"Real Estate Sales Agents",0.48,43080
TN,41-9031,"Sales Engineers",0.6,86690
TN,41-9041,Telemarketers,1.05,25310
TN,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.32,28030
TN,41-9099,"Sales and Related Workers, All Other",0.93,36150
TN,43-0000,"Office and Administrative Support Occupations",1.03,33530
TN,43-1011,"First-Line Supervisors of Office and Administrative Support Workers",1.1,52960
TN,43-2011,"Switchboard Operators, Including Answering Service",1.31,27060
TN,43-2021,"Telephone Operators",0.4,30170
TN,43-2099,"Communications Equipment Operators, All Other",0,40530
TN,43-3011,"Bill and Account Collectors",1.38,33690
TN,43-3021,"Billing and Posting Clerks",1.04,32780
TN,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.97,36040
TN,43-3051,"Payroll and Timekeeping Clerks",0.99,39450
TN,43-3061,"Procurement Clerks",0.96,38180
TN,43-3071,Tellers,0.99,25940
TN,43-3099,"Financial Clerks, All Other",0.4,38870
TN,43-4011,"Brokerage Clerks",0.83,51550
TN,43-4021,"Correspondence Clerks",2.31,0
TN,43-4031,"Court, Municipal, and License Clerks",1.15,34550
TN,43-4041,"Credit Authorizers, Checkers, and Clerks",1.03,36290
TN,43-4051,"Customer Service Representatives",1.11,31640
TN,43-4061,"Eligibility Interviewers, Government Programs",1.38,37540
TN,43-4071,"File Clerks",0.8,27400
TN,43-4081,"Hotel, Motel, and Resort Desk Clerks",1.19,19660
TN,43-4111,"Interviewers, Except Eligibility and Loan",1.71,28730
TN,43-4121,"Library Assistants, Clerical",0.55,25700
TN,43-4131,"Loan Interviewers and Clerks",0.86,36140
TN,43-4141,"New Accounts Clerks",0.45,33150
TN,43-4151,"Order Clerks",1.26,31180
TN,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0.91,36660
TN,43-4171,"Receptionists and Information Clerks",0.86,26660
TN,43-4181,"Reservation and Transportation Ticket Agents and Travel Clerks",0.42,35640
TN,43-4199,"Information and Record Clerks, All Other",0.65,37230
TN,43-5011,"Cargo and Freight Agents",0.65,48160
TN,43-5021,"Couriers and Messengers",1.62,31040
TN,43-5031,"Police, Fire, and Ambulance Dispatchers",1.17,33660
TN,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1.07,41310
TN,43-5041,"Meter Readers, Utilities",1.55,38210
TN,43-5051,"Postal Service Clerks",0.93,48190
TN,43-5052,"Postal Service Mail Carriers",0.99,51050
TN,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.98,50630
TN,43-5061,"Production, Planning, and Expediting Clerks",1.38,52020
TN,43-5071,"Shipping, Receiving, and Traffic Clerks",1.25,29890
TN,43-5081,"Stock Clerks and Order Fillers",1.25,24570
TN,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.91,34020
TN,43-6011,"Executive Secretaries and Executive Administrative Assistants",0.78,46200
TN,43-6012,"Legal Secretaries",0.6,37780
TN,43-6013,"Medical Secretaries",0.72,30150
TN,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.16,30820
TN,43-9011,"Computer Operators",2.03,40760
TN,43-9021,"Data Entry Keyers",1.16,27690
TN,43-9022,"Word Processors and Typists",0.2,35240
TN,43-9031,"Desktop Publishers",0.75,39000
TN,43-9041,"Insurance Claims and Policy Processing Clerks",0.93,36930
TN,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.75,28020
TN,43-9061,"Office Clerks, General",0.88,30240
TN,43-9071,"Office Machine Operators, Except Computer",0.73,27040
TN,43-9081,"Proofreaders and Copy Markers",0.57,36290
TN,43-9199,"Office and Administrative Support Workers, All Other",0.42,35860
TN,45-0000,"Farming, Fishing, and Forestry Occupations",0.38,28040
TN,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.36,49770
TN,45-2011,"Agricultural Inspectors",0.95,43960
TN,45-2041,"Graders and Sorters, Agricultural Products",0,25530
TN,45-2091,"Agricultural Equipment Operators",0.83,25200
TN,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.07,21090
TN,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.9,21960
TN,45-4011,"Forest and Conservation Workers",2.45,23900
TN,45-4021,Fallers,1.62,29740
TN,45-4022,"Logging Equipment Operators",1.12,29820
TN,45-4023,"Log Graders and Scalers",0.84,37490
TN,45-4029,"Logging Workers, All Other",0.83,33830
TN,47-0000,"Construction and Extraction Occupations",0.81,38990
TN,47-1011,"First-Line Supervisors of Construction Trades and Extraction Workers",0.89,56980
TN,47-2011,Boilermakers,0.88,60190
TN,47-2021,"Brickmasons and Blockmasons",0.87,43730
TN,47-2022,Stonemasons,0.37,31380
TN,47-2031,Carpenters,0.47,37050
TN,47-2041,"Carpet Installers",0,37240
TN,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.58,35270
TN,47-2043,"Floor Sanders and Finishers",2.77,25910
TN,47-2044,"Tile and Marble Setters",0.46,36920
TN,47-2051,"Cement Masons and Concrete Finishers",0.68,33710
TN,47-2061,"Construction Laborers",0.92,29180
TN,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2.11,33770
TN,47-2073,"Operating Engineers and Other Construction Equipment Operators",0.65,39770
TN,47-2081,"Drywall and Ceiling Tile Installers",0.89,35690
TN,47-2082,Tapers,0.49,43340
TN,47-2111,Electricians,0.83,46940
TN,47-2121,Glaziers,0.91,33610
TN,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1.28,33980
TN,47-2132,"Insulation Workers, Mechanical",0.78,39110
TN,47-2141,"Painters, Construction and Maintenance",0.69,31730
TN,47-2151,Pipelayers,2.06,34570
TN,47-2152,"Plumbers, Pipefitters, and Steamfitters",0.76,47930
TN,47-2161,"Plasterers and Stucco Masons",0.52,35590
TN,47-2171,"Reinforcing Iron and Rebar Workers",0.57,45740
TN,47-2181,Roofers,0.71,33720
TN,47-2211,"Sheet Metal Workers",1.32,40280
TN,47-2221,"Structural Iron and Steel Workers",0.95,43570
TN,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.49,28920
TN,47-3012,Helpers--Carpenters,0.97,26370
TN,47-3013,Helpers--Electricians,1.68,29100
TN,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.07,26910
TN,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.65,29950
TN,47-3016,Helpers--Roofers,2.59,29530
TN,47-3019,"Helpers, Construction Trades, All Other",0.98,26340
TN,47-4011,"Construction and Building Inspectors",0.8,46750
TN,47-4021,"Elevator Installers and Repairers",0.2,57510
TN,47-4031,"Fence Erectors",0,30770
TN,47-4041,"Hazardous Materials Removal Workers",0.72,51860
TN,47-4051,"Highway Maintenance Workers",0.85,28400
TN,47-4061,"Rail-Track Laying and Maintenance Equipment Operators",0.82,38700
TN,47-4071,"Septic Tank Servicers and Sewer Pipe Cleaners",0.99,33040
TN,47-4099,"Construction and Related Workers, All Other",0.79,40670
TN,47-5013,"Service Unit Operators, Oil, Gas, and Mining",0.06,33670
TN,47-5021,"Earth Drillers, Except Oil and Gas",0.87,45930
TN,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.54,61840
TN,47-5041,"Continuous Mining Machine Operators",0.78,37270
TN,47-5042,"Mine Cutting and Channeling Machine Operators",0,39360
TN,47-5051,"Rock Splitters, Quarry",0.67,35860
TN,47-5081,"Helpers--Extraction Workers",0.62,33030
TN,49-0000,"Installation, Maintenance, and Repair Occupations",1.12,42990
TN,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.12,59780
TN,49-2011,"Computer, Automated Teller, and Office Machine Repairers",0.84,38630
TN,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.34,47200
TN,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.24,48210
TN,49-2091,"Avionics Technicians",1.29,48770
TN,49-2092,"Electric Motor, Power Tool, and Related Repairers",0.96,39200
TN,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.73,50150
TN,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.83,54870
TN,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.26,68620
TN,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.36,31770
TN,49-2097,"Electronic Home Entertainment Equipment Installers and Repairers",0.65,34780
TN,49-2098,"Security and Fire Alarm Systems Installers",1.13,42220
TN,49-3011,"Aircraft Mechanics and Service Technicians",0.57,53870
TN,49-3021,"Automotive Body and Related Repairers",1.19,39030
TN,49-3022,"Automotive Glass Installers and Repairers",0,35540
TN,49-3023,"Automotive Service Technicians and Mechanics",1,39480
TN,49-3031,"Bus and Truck Mechanics and Diesel Engine Specialists",1.24,44100
TN,49-3041,"Farm Equipment Mechanics and Service Technicians",1.02,31250
TN,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1.11,42440
TN,49-3043,"Rail Car Repairers",0.52,53470
TN,49-3051,"Motorboat Mechanics and Service Technicians",1.29,38730
TN,49-3052,"Motorcycle Mechanics",0.84,37500
TN,49-3053,"Outdoor Power Equipment and Other Small Engine Mechanics",1.23,30600
TN,49-3091,"Bicycle Repairers",0,20230
TN,49-3092,"Recreational Vehicle Service Technicians",2.02,35190
TN,49-3093,"Tire Repairers and Changers",1.86,32430
TN,49-9011,"Mechanical Door Repairers",1.59,34420
TN,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0.9,46730
TN,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.25,42550
TN,49-9031,"Home Appliance Repairers",0.93,32770
TN,49-9041,"Industrial Machinery Mechanics",1.1,50830
TN,49-9043,"Maintenance Workers, Machinery",1.94,42830
TN,49-9044,Millwrights,1.29,47440
TN,49-9045,"Refractory Materials Repairers, Except Brickmasons",2.13,48370
TN,49-9051,"Electrical Power-Line Installers and Repairers",1.49,66150
TN,49-9052,"Telecommunications Line Installers and Repairers",0.7,39240
TN,49-9062,"Medical Equipment Repairers",1.28,44670
TN,49-9063,"Musical Instrument Repairers and Tuners",1.19,36800
TN,49-9069,"Precision Instrument and Equipment Repairers, All Other",0.77,51900
TN,49-9071,"Maintenance and Repair Workers, General",1.1,37940
TN,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.2,30190
